Company,CustID,Name,Address1,Address2,Address3,City,State,Zip,Country,ResaleID,SalesRepCode,TerritoryID,ShipToNum,TermsCode,ShipViaCode,PrintStatements,PrintLabels,PrintAck,FinCharges,CreditHold,GroupCode,DiscountPercent,PrimPCon,PrimBCon,PrimSCon,Comment,EstDate,FaxNum,PhoneNum,TaxExempt,MarkUpID,BillDay,OneInvPerPS,DefaultFOB,CreditIncludeOrders,CreditReviewDate,CreditHoldDate,CreditClearUserID,CreditClearDate,CreditClearTime,EDICode,CurrencyCode,LangNameID,BorderCrossing,FormatStr,BTName,BTAddress1,BTAddress2,BTAddress3,BTCity,BTState,BTZip,BTCountryNum,BTCountry,BTPhoneNum,BTFaxNum,BTFormatStr,ParentCustNum,TaxRegionCode,ICCust,ContBillDay,EMailAddress,ShippingQualifier,AllocPriorityCode,ReservePriorityCode,LinkPortNum,WebCustomer,CustomerType,NoContact,TerritoryLock,CustURL,PendingTerritoryID,ExtID,ConsolidateSO,BillFrequency,CreditIncludePI,GlobalCust,ICTrader,TaxAuthorityCode,ExternalDeliveryNote,GlobalCredIncOrd,GlobalCredIncPI,GlobalCurrencyCode,ExternalID,GlobalCreditHold,GlobalLock,CheckDuplicatePO,CreditLimit,CustPILimit,GlobalCreditLimit,GlobalPILimit,DocGlobalCreditLimit,DocGlobalPILimit,RfqAttachAllow,DiscountQualifier,AllowAltBillTo,DemandDeliveryDays,DemandDateType,DemandAddLeadTime,DemandAddAction,DemandChangeLeadTime,DemandChangeAction,DemandCancelLeadTime,DemandCancelAction,DemandNewLineLeadTime,DemandNewLineAction,DemandQtyChangeLeadTime,DemandQtyChangeAction,DemandChangeDateLeadTime,DemandChangeDateAction,TradingPartnerName,ResDelivery,SatDelivery,SatPickup,Hazmat,DocOnly,RefNotes,ApplyChrg,ChrgAmount,COD,CODFreight,CODCheck,CODAmount,GroundType,NotifyFlag,NotifyEMail,DeclaredIns,DeclaredAmt,PeriodicityCode,ServSignature,ServAlert,ServHomeDel,DeliveryType,ServDeliveryDate,ServPhone,ServInstruct,ServRelease,ServAuthNum,ServRef1,ServRef2,ServRef3,ServRef4,ServRef5,EarlyBuffer,LateBuffer,DemandUnitPriceDiff,DemandUnitPriceDiffAction,ExcFromVal,AddressVal,RebateVendorNum,RebateForm,CreditCardOrder,DemandCheckForPart,DemandCheckForPartAction,ChangedBy,ChangeDate,ChangeTime,ChargeCode,IndividualPackIDs,IntrntlShip,CertOfOrigin,CommercialInvoice,ShipExprtDeclartn,LetterOfInstr,FFID,FFCompName,FFAddress1,FFAddress2,FFAddress3,FFCity,FFState,FFZip,FFCountry,FFCountryNum,FFPhoneNum,NonStdPkg,DeliveryConf,AddlHdlgFlag,UPSQuantumView,UPSQVShipFromName,UPSQVMemo,UPSQVEmailType,FFContact,ETCAddrChg,TaxRoundRule,TaxMethod,ValidPayer,ValidSoldTo,ValidShipTo,OverrideRlsClass,AcrossNatAcc,NAParentCreditIsUsed,NACreditIsShare,NACreditPreferenceList,NAParentCreditPrc,NACreditSharedPrc,AllowOTS,ThirdPLCust,ManagedVendID,ManagedVendNum,NARlsClassCode,DirectDebiting,ReminderCode,GlbNAParentCreditIsUsed,GlbNACreditIsShare,GlbNAParentCreditPrc,GlbNACreditSharedPrc,AllowShipTo3,OTSSaveAs,CustPartOpts,HasBank,PMUID,DemandCheckForRev,OrderHoldForReview,DemandCheckForRevAction,ShipToTerrList,AcctRefNumber,ARInvoiceITCode,CreditMemoITCode,MiscCashRecITCode,LegalName,ARInvoiceAdjITCode,TaxRegReason,InvPerPackLine,OrgRegCode,DemandCloseRejSkd,OurBankCode,DemandCloseNoMatch,DmdCheckPartialShip,DmdCheckShipAction,DemandCheckCUMM,DemandCheckCUMMAction,DemandPricing,PriceTolerance,PreferredBank,CheckDateCapPromise,CheckConfirmCapPromise,CheckUpdateCapPromise,DemandCapPromiseDate,DemandCapPromiseAction,DemandCapPromiseUpdate,PeriodicBilling,DueDateCriteria,PBTerms,ERSOrder,DemandSplitSched,OTSmartString,DeferredRev,RACode,DemandCheckConfig,DemandCheckCfgAction,AllowAsAltRemitTo,FederalID,WIApplication,WICustomer,WIShippingCosts,LOQBookPCFinishing,LOQBookPCPaper,LOQBookPCPress,LOQBookPCPlates,Variations,OversPct,UndersPct,DefaultLOQstyle,DefaultOrderAcknowledgement,DefaultPackSlip,DefaultOversPricing,LOQPrepressStyle,CSR,LOQBookCaFinishing,LOQBookCapaper,LOQBookCaPress,LOQBookCatPlates,LOQVariations,DefaultInvoicestyle,AEPLOQType,BusinessCust,THBranchID,CustPricingSchema,ParamCode,AGAFIPResponsibilityCode,AGBillToProvinceCode,AGGrossIncomeTaxID,AGIDDocTypeCode,AGIDDocumentNumber,AGProvinceCode,AGUseGoodDefaultMark,Collections,CollectionsDate,DateCollectionPosted,MXMunicipio,PEIdentityDocType,PEDocumentID,PEGoodsContributor,PEWithholdAgent,PECollectionAgent,PENotFound,PENoAddress,EntityUseCode,InvcOrderCmpDflt,EInvoice,RegistrationCode,EAddress,DemandCheckForRunOutPart,DemandCheckForRunOutPartAction,EInvCompanyIDAttr,INCSTNumber,INPANNumber,COOneTimeID,COIsOneTimeCust,DEOrgType,PEGuaranteeName,PEGuaranteeAddress1,PEGuaranteeAddress2,PEGuaranteeAddress3,PEGuaranteeCity,PEGuaranteeState,PEGuaranteeZip,PEGuaranteeCountry,PEGuaranteePhoneNum,PEGuaranteeTaxID,OurSupplierCode,ECCType,MYIndustryCode,SyncToExternalCRM,ExternalCRMCustomerID,ExternalCRMCustomerType,Ownership,Industry,AnnualRevenue,NumberOfEmployees,TickerLocation,TickerSymbol,Rating,TWGUIRegNum,MXAccountNumber,ConsolidateLinesPerPart,TWTaxPayerType,TWDeductGUIFormatCode,MXCURP,PEAddressID,PEPerceptionRegime,TaxEntityType,INGSTComplianceRate,INTaxRegistrationID,MXPurchaseType,SendToFSA,MXGeneralPublic,AgingCreditHold,AgingCreditHoldDate,AgingCreditHoldSource,AgingCreditClearUserID,AgingCreditClearDate,AgingCreditCode,ImporterOfRecord,c_SugarID_c,c_SugarInactive_c,ChkSendInvoiceAck_c,SyncCRM_c,CustomerType_c,IOSCustomerKey,OldCustID_c,RollUpCustID
"ASPN","MAN05","MANTECH","SYSTEMS ENGR. CORP.","5800 LAKE WRIGHT DR.","SUITE 301","NORFOLK","VA","23502","USA","","22","DOM","","6","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",3/13/2010,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63995,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","MAN05","MAN05","MANCON"
"ASPN","WIS04","WISCONSIN DOT DIV OF TRANS SYSTEM DEVELOPMENT","PO BOX 7965","","","MADISON","WI","53707","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/13/2010,"6082646667","6082668195","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64128,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","WIS04","WIS04","WISCONSIN DOT"
"ASPN","FLO03","FLORIDA DOT DISTRICT #6","1000 NW 111TH AVE.","","","MIAMI","FL","33172","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/13/2010,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63956,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","FLO03","FLO03","FLORIDA DOT"
"ASPN","COV01","COVINGTON MACHINE & WELDING, INC.","2015 RENARD COURT","","","ANNAPOLIS","MD","21401","USA","","22","DOM","","22","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",5/21/2019,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64267,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","COV01","COV01","COVINGTON"
"ASPN","CAS01","CASH SALES","","","","","MN","","USA","","22","DOM","","6","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",3/13/2010,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63939,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","CAS01","CAS01","CASH SALES"
"ASPN","PEN13","PENNSYLVANIA DOT ENGINEERING DISTRICT #8-0","2140 HERR ST.","","","HARRISBURG","PA","17103","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/13/2010,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64071,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","PEN13","PEN13","PENNSYLVANIA DOT"
"ASPN","SHE01","SHELBY COUNTY COMMISSION","","200 WEST COLLEGE STREET","ROOM 140","COLUMBIANA","AL","35051","USA","","22","DOM","","6","BEST",False,True,True,True,False,"MUNI","0.00",0,0,0,"",3/13/2010,"","2056693867","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"EMAIL: apinvoices@shelbyal.com","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64084,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","SHE01","SHE01","SHELBY COUNTY"
"ASPN","GRO01","GROUPE DIAMANTEX","215, RUE DE COPENHAUGE","","","ST-AUGUSTIN-DE-DESMAURES","QC","G3A 2V1","CANADA","","22","INTL","","6","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",3/17/2015,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64201,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","INTL","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","GRO01","GRO01","GROUPE DIAMANTEX"
"ASPN","EMP01","EMPLOYEE","","","","","MN","","USA","","22","DOM","","6","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",3/13/2010,"","","","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63899,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","EMP01","EMP01","EMPLOYEE"
"ASPN","NEW19","NEW MEXICO DOT","PO BOX 1149","","","SANTE FE","NM","875041149","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",7/15/2015,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64205,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","NEW19","NEW19","NEW MEXICO DOT"
"ASPN","1169","ALASKA DOT","289 INNER SPRINGER LOOP","","","PALMER","AK","99645","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/26/2018,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/26/2019,41645,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","ALA21","ALA21","ALASKA DOT"
"ASPN","CAS03","CASCADIA INTERNATIONAL, LLC ANCHORAGE","1301 POST RD.","","","ANCHORAGE","AK","99501","USA","","22","DOM","","47","BEST",False,True,True,True,False,"UNKN","0.00",0,0,0,"",1/17/2012,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,64154,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","CAS03","CAS03","CASCADIA"
"ASPN","ALA10","ALABAMA DOT MONTGOMERY","537 TRAFFIC OPERATION DR","","","MONTGOMERY","AL","36110","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/13/2010,"","","1","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63917,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","ALA10","ALA10","ALABAMA DOT"
"ASPN","HAW06","HAWAII DOT HAWAII DISTRICT","HIGHWAY DIVISION","50 MAKAALA ST.","","HILO","HI","96720","USA","","22","DOM","","6","BEST",False,True,True,True,False,"DOT","0.00",0,0,0,"",3/13/2010,"","","","",0,True,"",True,"","","","","","","USD","enu","","","","","","","","","",0,"","","","",0,"",False,1,"","","","",0,False,"CUS",False,False,"","","",False,"W",False,False,False,"",False,True,False,"","","",False,True,"0","0","0","0","0","0",False,"ADD",False,0,"S",0,"B",0,"B",0,"B",0,"B",0,"B",0,"B","",False,False,False,False,False,"",False,"0.000",False,False,False,"0.000","",False,"",False,"0.000",0,False,False,False,"","","","",False,"","","","","","",0,0,False,"B",False,False,0,"","",False,"B","DMT_ASPN",8/28/2019,63890,"",False,False,False,False,False,False,"","","","","","","","","",0,"",False,1,False,False,"","","","",False,0,"L",True,True,True,False,False,False,False,"O","0.00","0.00",True,False,"",0,"",False,"",False,False,"0.00","0.00",False,"","M",False,0,False,False,"B","DOM","","","","","","","",False,"",False,"",False,False,"B",False,"B","Internal","0.00000","",False,False,False,"","","",False,"S",0,False,False,False,False,"",False,"",False,"","","",False,False,False,False,False,False,"0.00000","0.00000","","","","","","",False,False,False,False,False,"","","1","","","","","","","","","",False,False,"","","","6","",False,False,False,False,False,"",False,False,"","",False,"B","","","","",False,"N","","","","","","","","","","","","","",False,"","","","","0.000",0,"","","","","",False,0,"","","","","",0,"","",False,False,False,"","","","","",False,"",False,False,False,"","HAW06","HAW06","HAWAII DOT"
